Tên phim,ID phim,Đạo diễn,Diễn viên chính,Thể loại phim,Thời lượng (phút),Độ phổ biến,Năm phát hành,Link Poster,Link Backdrop,Điểm đánh giá,Mô tả
El faro de las orcas,430161,Gerardo Olivares,"Maribel Verdú, Joaquín Furriel, Ana Celentano, Osvaldo Santoro, Joaquín Rapalini","Phim Lãng Mạn, Phim Chính Kịch",110,8.1534,2016,https://image.tmdb.org/t/p/w500/yDi2k4wScLHDSoz1b2ak1MNHQAX.jpg,https://image.tmdb.org/t/p/original/wz8DmIrlIL6SugjXy3cQtiLBt3z.jpg,6.976,
28 Năm Sau: Hậu Tận Thế,1100988,Danny Boyle,"Jodie Comer, Alfie Williams, Aaron Taylor-Johnson, Ralph Fiennes, Edvin Ryding","Phim Kinh Dị, Phim Gây Cấn, Phim Khoa Học Viễn Tưởng",115,16.492,2025,https://image.tmdb.org/t/p/w500/qX7y0GJH2JFxh95wu0kaoFCCM6h.jpg,https://image.tmdb.org/t/p/original/zav0v7gLWMu6pVwgsIAwt11GJ4C.jpg,6.674,"Cơn ác mộng chưa kết thúc. Virus trở lại, kéo theo bóng tối bao trùm nước Anh. Một hành trình sinh tử: cậu bé tìm kiếm bác sĩ để cứu mẹ mình, băng qua vùng đất chết chóc đầy xác sống tiến hóa và những kẻ nguy hiểm ẩn sau gương mặt tử tế. Liệu niềm hy vọng cuối cùng có đủ để cứu họ khỏi vực thẳm tuyệt vọng?"
Lễ Hội,818659,Leandro Neri,"Giovana Cordeiro, Gessica Kayane, Bruna Inocencio, Samya Pascotto, Flavia Pavanelli",Phim Hài,94,16.6145,2021,https://image.tmdb.org/t/p/w500/ze1Sdb7WB64TBJhPqg8sJtwQtes.jpg,https://image.tmdb.org/t/p/original/cIOmrrkYerk4yU6w392yonH1xwD.jpg,5.051,"Sau khi chia tay, 1 người ảnh hưởng đưa hội bạn đi du lịch miễn phí đến lễ Carnival sôi động ở Bahia, nơi cô học được rằng lượt thích trên mạng xã hội không phải tất cả."
Così fan tutte,37265,Tinto Brass,"Claudia Koll, Paolo Lanza, Ornella Marcucci, Isabella Deiana, Franco Branciaroli","Phim Hài, Phim Chính Kịch",93,16.3928,1992,https://image.tmdb.org/t/p/w500/w4ocNo0oqiIWbaMEuxyynJODZXt.jpg,https://image.tmdb.org/t/p/original/hpcrX3mqu5WGM9r5aDlukU86ucS.jpg,5.004,
Harry Potter và Bảo Bối Tử Thần: Phần 2,12445,David Yates,"Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes, Alan Rickman","Phim Phiêu Lưu, Phim Giả Tượng",130,18.1281,2011,https://image.tmdb.org/t/p/w500/aHlLUx7VKzznUObPbFCUalZ1PVL.jpg,https://image.tmdb.org/t/p/original/n5A7brJCjejceZmHyujwUTVgQNC.jpg,8.083,"Kết thúc phần 1 là khi nhóm bạn Harry Potter, Ron và Hermione quay trở lại trường Hogwarts để tìm và tiêu diệt Trường Sinh Linh Giá cuối cùng của Voldemort. Nhưng Voldemort đã phát hiện ra nhiệm vụ của họ, và trận chiến pháp thuật lớn nhất trong lịch sử đã diễn ra ở đây, nơi mà biết bao người ngã xuống, nơi mà tất cả các pháp sư dũng cảm sẵn sàng đánh đổi cuộc sống của mình để tiêu diệt tận cùng thế lực hắc ám. Giáo sư Dumbledore mặc dù đã mất từ tập 6, nhưng ở phần cuối ông vẫn đóng vai trò quan trọng trong việc dẫn đường chỉ lối cho Harry chiến đấu với phù thủy hắc ám mạnh nhất mọi thời đại..."
Bên Lề: Chàng Tiền Vệ Và Tôi,957119,Justin Wu,"Siena Agudong, Noah Beck, Drew Ray Tanner, James Van Der Beek, Deborah Cox","Phim Hài, Phim Lãng Mạn",99,16.9942,2025,https://image.tmdb.org/t/p/w500/mSL6truNrWP1Bn9ng1rN0SkMI4f.jpg,https://image.tmdb.org/t/p/original/cmT2WYpFBRk4UjQ0P984BoF8Eba.jpg,6.096,"Dallas Bryan quyết tâm vào được trường dạy khiêu vũ hàng đầu của cả nước, nhưng giấc mơ của cô bị chệch hướng khi cô gặp ngôi sao tiền vệ của đội bóng."
Lọ Lem Thời Hiện Đại,1064213,Sean Baker,"Mikey Madison, Марк Эйдельштейн, Юра Борисов, Karren Karagulian, Vache Tovmasyan","Phim Chính Kịch, Phim Hài, Phim Lãng Mạn",139,16.8519,2024,https://image.tmdb.org/t/p/w500/qh8m8Udz0sCa5gy9VaqfHPh0yPM.jpg,https://image.tmdb.org/t/p/original/qvyOfwTC3qdbzkqdXWSSEMHtjBZ.jpg,7.049,"Bộ phim kể về Anora, một cô gái trẻ làm vũ công thoát y kiêm gái mại dâm ở Brooklyn. Cuộc sống của cô hoàn toàn thay đổi khi cô gặp và nhanh chóng kết hôn với con trai của một gia đình giàu có người Nga. Tuy nhiên, gia đình chồng cô không chấp nhận cuộc hôn nhân này và bay từ Nga đến New York để tìm cách hủy bỏ kết hôn."
Năm Mươi Sắc Thái,216015,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford, Victor Rasuk","Phim Chính Kịch, Phim Lãng Mạn, Phim Gây Cấn",125,17.5925,2015,https://image.tmdb.org/t/p/w500/rtMfrW81vdFw245Md7NqoQ90MtA.jpg,https://image.tmdb.org/t/p/original/7IGKrY1f1KfwMipx9wZC4NRgIdF.jpg,5.879,"Câu chuyện bắt đầu khi cô sinh viên Anastasia Steele (Dakota Johnson thủ vai) tới phỏng vấn triệu phú trẻ tuổi Christian Grey (Jamie Dornan) cho tờ tạp chí của trường. Ana đơn giản, trong sáng đã lọt vào mắt xanh của kẻ luôn thích kiểm soát mọi việc là Christian. Anh bắt đầu tiếp cận Ana và cuốn cô vào vòng xoáy của tình ái và nhục cảm. Nhưng đây không phải câu chuyện tình đơn thuần giữa chàng hoàng tử giàu sang lịch lãm và cô gái ngây thơ chân chất."
Renovation Romance,1380983,Robin Dunne,"Jessica Lowndes, Daniel Lissing, Adam Hurtig, Farrah Aviva, Samantha Kendrick","Chương Trình Truyền Hình, Phim Lãng Mạn, Phim Hài",88,16.4872,2024,https://image.tmdb.org/t/p/w500/37018RONS3c5qusxIJV5BHrFF97.jpg,https://image.tmdb.org/t/p/original/kzx09MhjI5CnNsxKcLmmayxar4V.jpg,6.167,
Ảo Ảnh Chết Chóc,802443,Anna Elizabeth James,"Kristin Davis, Dermot Mulroney, Shanola Hampton, Lora Martinez-Cunningham, Greer Grammer","Phim Gây Cấn, Phim Chính Kịch",114,13.8236,2021,https://image.tmdb.org/t/p/w500/wj0PpS8cvXCNB3Wvhe6w5k0Nnke.jpg,https://image.tmdb.org/t/p/original/h9idnfOs9nt8Nj2agbOjlOqTGAc.jpg,4.931,"Một tiểu thuyết gia có sách bán chạy bị bí chữ và thuê bảo mẫu mới đến chăm sóc các con của cô. Nhưng từ đó, ranh giới giữa hư cấu và thực tế cũng dần nhòa."
Sree Hari Hara Sudhan Swami Ayyappan,488968,Không rõ,Không rõ,"Phim Hoạt Hình, Phim Chính Kịch, Phim Lịch Sử",80,16.7222,2017,https://image.tmdb.org/t/p/w500/fwSLPwvhd5Gdal6bH7a8LHH8NXW.jpg,https://image.tmdb.org/t/p/original/nEhuHCbyniPx4nZJ1L9p9eUhbJy.jpg,9.0,
Dos Abrazos,163661,Enrique Begné,"Giovani Florido, Maya Zapata, Jorge Zárate, Ximena Sariñana, Alan Andree",Phim Chính Kịch,96,16.9282,2007,https://image.tmdb.org/t/p/w500/54FD7CDFsvHVYwYAzIazonuESGz.jpg,https://image.tmdb.org/t/p/original/gbAlHKuS0vRj9xP0Av2M8V1MROh.jpg,6.077,
Cướp Biển Vùng Caribbean: Suối Nguồn Tươi Trẻ,1865,Rob Marshall,"Johnny Depp, Penélope Cruz, Geoffrey Rush, Ian McShane, Kevin McNally","Phim Phiêu Lưu, Phim Hành Động, Phim Giả Tượng",137,17.0967,2011,https://image.tmdb.org/t/p/w500/nJonDNmaxQdQ961Yn5jZm4tdklU.jpg,https://image.tmdb.org/t/p/original/uzIGtyS6bbnJzGsPL93WCF1FWm8.jpg,6.562,"Câu chuyện phim bắt đầu khi Jack Sparrow, đang tâp hợp thủy thủ đoàn để lên đường tìm tới Suối nguồn tươi trẻ, dòng suối đem lại sự sống cho người nào may mắn uống được. Chính tại nơi đây, Jack đã gặp lại Angelica, một nữ cướp biển vô cùng xinh đẹp mà anh đã từng gặp trong quá khứ. Jack bị Angelica ép đưa lên con tàu Revenge Queen Anne dưới sự điều khiển của cha cô - tên cướp biển dữ dằn Blackbeard. Sự thành công của cướp biển vùng Caribe đã mang tới thành công ngoài mong đợi cho Johnny Dept, anh đã từng được đề cử giải Oscar cho vai diễn của mình và trong phần 4 này Jack lại 1 lần nữa tái xuất tiếp tục mê hoặc khan giả bằng những hành động mạo hiểm nhưng đầy ngộ nghĩnh. Ngoài ra việc lựa chọn cảnh quay đẹp gần như nguyên sinh của Hawai khiến người xem không khỏi thán phục trước vẻ đẹp thơ mộng nơi đây."
அருணாச்சலம்,66245,Sundar C,"Rajinikanth, Rambha, Soundarya, Jaishankar, Ravichandran","Phim Hành Động, Phim Chính Kịch, Phim Hài",165,18.1622,1997,https://image.tmdb.org/t/p/w500/vplqDhbUk5GMPUosMuQy91NePxv.jpg,https://image.tmdb.org/t/p/original/z2WjRzdsP5pChOjFADIXXfd5XpZ.jpg,7.3,
Divinas Divas,417504,Leandra Leal,"Leandra Leal, Rogéria, Brigitte de Búzios, Jane di Castro, Fujica de Holliday",Phim Tài Liệu,110,16.4374,2016,https://image.tmdb.org/t/p/w500/uNzPslieL4JkE4SBsxIfrdIPvbr.jpg,https://image.tmdb.org/t/p/original/nUSMtC0Qzv6RYAfqSXZYuwqkLBj.jpg,7.6,
Cướp Biển Vùng Caribbean: Nơi Tận Cùng Thế Giới,285,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jack Davenport","Phim Phiêu Lưu, Phim Giả Tượng, Phim Hành Động",169,16.7304,2007,https://image.tmdb.org/t/p/w500/7emxhn8tUIa3xaEDiFLrl7xORHN.jpg,https://image.tmdb.org/t/p/original/1vKGbjsqaLz2WecjVP7xaMxDdVn.jpg,7.265,"Để cứu nguy cho cướp biển toàn thế giới khỏi nguy cơ bị xóa sổ hoàn toàn bởi Davy Jones cùng chiếc Flying Dutchman (lúc này đã trở thành tay sai của công ty Đông Ấn), Will Turner, Elizabeth Swann và thuyền trưởng Barbossa cùng nhau đi tìm đủ chín tên trùm cướp biển cùng đi tới tận cùng thế giới để giải cứu cho Jack và chống lại Davy Jones… Nổi bật lên trong phần 3 là cuộc chiến gay gắt giữa cái thiện và cái ác những phút sinh tử cận kề của các nhân vật góp phần tăng kịch tính cho phim. Nổi bật trong phần này là sự xuất hiện của hàng loạt nhân vật với quốc tịch khác nhau nổi bật trong đó là Châu Nhuận Phát đại diện của châu á. Cuối cùng là đại cảnh nơi tận cùng thế giới được xây dựng vô cùng đặc sắc."
Quá Nhanh Quá Nguy Hiểm 10,385687,Louis Leterrier,"Vin Diesel, Michelle Rodriguez, Tyrese Gibson, Ludacris, John Cena","Phim Hành Động, Phim Hình Sự, Phim Gây Cấn",142,17.0064,2023,https://image.tmdb.org/t/p/w500/brZzXXQ8GuzlAdu4TJxjhC8ebBL.jpg,https://image.tmdb.org/t/p/original/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,7.0,Dom Toretto và gia đình anh ta là mục tiêu của đứa con trai đầy thù hận của trùm ma túy Hernan Reyes.
Dos Cataluñas,549599,Álvaro Longoria,"Carles Puigdemont, Mariano Rajoy, Inés Arrimadas, Raül Romeva, Miquel Iceta",Phim Tài Liệu,116,13.6015,2018,https://image.tmdb.org/t/p/w500/pZQyN2nsOhWCdPzFEEj5nS9PLfL.jpg,https://image.tmdb.org/t/p/original/cDqzwdmo0zvgosGAqeo9nWLGFYh.jpg,6.5,
Những Chàng Trai Nhà Abraham: Chuyện Ma Cà Rồng,1452176,Natasha Kermani,"Titus Welliver, Jocelin Donahue, Brady Hepner, Judah Mackey, Aurora Perrineau",Phim Kinh Dị,89,16.4339,2025,https://image.tmdb.org/t/p/w500/owUZI7rRIN85TnXJY8gD9LdMiGU.jpg,https://image.tmdb.org/t/p/original/b0yK9BHyTNHGS6fBFLXBFtLC9AW.jpg,5.5,"Sau trận chiến với Dracula, Abraham van Helsing mang theo hai con trai, Max và Rudy, đến Mỹ để chôn vùi quá khứ đẫm máu. Nhưng quá khứ ấy không chịu ngủ yên — và ác mộng một lần nữa tìm đến gia đình họ."
"Autos, Mota y Rocanrol",1337636,José Manuel Cravioto,"Alejandro Speitzer, Emiliano Zurita, Juan Pablo de Santiago, Enrique Arrizon, Ianis Guerrero","Phim Nhạc, Phim Lịch Sử",94,14.2679,2025,https://image.tmdb.org/t/p/w500/hAasOVaSrKDqnPoOkExRQ5pcDVy.jpg,https://image.tmdb.org/t/p/original/hj2RTLlI0m6M8f0nXywI7GNwB98.jpg,5.8,
The Helsinki Effect,1411805,Arthur Franck,"Arthur Franck, Urho Kekkonen, Леонид Брежнев, Gerald Ford, Henry Kissinger","Phim Tài Liệu, Phim Lịch Sử",88,16.2688,2025,https://image.tmdb.org/t/p/w500/gwWHexKKIJi3CJjjZUWecZlrl72.jpg,https://image.tmdb.org/t/p/original/aPqVFaqSdO2MHxtynQLIinTDEJ8.jpg,7.917,
Huyền Thoại,986097,Justin Tipping,"Marlon Wayans, Tyriq Withers, Julia Fox, Tim Heidecker, Jim Jefferies","Phim Kinh Dị, Phim Bí Ẩn",96,16.5097,2025,https://image.tmdb.org/t/p/w500/tUndheUCbTxc2gyP7ckMCZNg9Ds.jpg,https://image.tmdb.org/t/p/original/jzzpCJWkVZZwAxzzLmtYN0MBWFd.jpg,5.912,Nỗi kinh hoàng ập đến khi một cầu thủ trẻ đầy triển vọng được mời đến tham gia huấn luyện tại một khu trại biệt lập của đội bóng — nơi ẩn chứa một thế lực đen tối ngoài sức tưởng tượng.
Ma Cà Rồng Nosferatu,426063,Robert Eggers,"Lily-Rose Depp, Nicholas Hoult, Bill Skarsgård, Aaron Taylor-Johnson, Willem Dafoe","Phim Kinh Dị, Phim Giả Tượng",133,14.0025,2024,https://image.tmdb.org/t/p/w500/3SE5OXUO9BLazJRYUvKPCUt9T9J.jpg,https://image.tmdb.org/t/p/original/fYnEbgoNCxW9kL0IgOgtJb9JTBU.jpg,6.7,"Một câu chuyện Gothic về nỗi ám ảnh giữa một phụ nữ trẻ bị ma ám và con ma cà rồng đáng sợ say mê cô ấy, gây ra nỗi kinh hoàng chưa từng thấy."
Tay Nghiệp Dư,1087891,James Hawes,"Rami Malek, Holt McCallany, Danny Sapani, Rachel Brosnahan, Michael Stuhlbarg","Phim Gây Cấn, Phim Hành Động",123,16.0612,2025,https://image.tmdb.org/t/p/w500/qRRBn1JAltEsY9yPXRHiAQS8ZYl.jpg,https://image.tmdb.org/t/p/original/aD7FXrm2GErTmzrIFBntPyhAqS9.jpg,6.973,"Charlie Heller (Rami Malek) là một chuyên gia giải mã thiên tài nhưng sống khép kín, làm việc cho CIA. Cuộc đời anh bỗng chốc đảo lộn khi vợ anh bị sát hại trong một vụ tấn công khủng bố ở London. Khi cấp trên từ chối hành động, Charlie quyết định tự mình truy lùng những kẻ đứng sau, dấn thân vào hành trình báo thù đầy nguy hiểm trên toàn cầu, nơi trí tuệ sắc bén trở thành vũ khí tối thượng giúp anh vượt qua mọi kẻ truy đuổi."
Carnal Crimes,213555,Gregory Dark,"Martin Hewitt, Linda Carol, Rich Crater, Alex Kubik, Yvette Nelson",Phim Gây Cấn,94,15.5293,1991,https://image.tmdb.org/t/p/w500/jKNOVIXT8c1yp3pry23qvazMTIE.jpg,https://image.tmdb.org/t/p/original/nvd1ppsERrLPX4yKeQqL98pmMyH.jpg,4.306,
Cuộc Đời Forrest Gump,13,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson","Phim Hài, Phim Chính Kịch, Phim Lãng Mạn",142,16.7366,1994,https://image.tmdb.org/t/p/w500/yvEDqdIQnYUahG6oY9bKHMubqp8.jpg,https://image.tmdb.org/t/p/original/67HggiWaP9ZLv5sPYmyRV37yAJM.jpg,8.463,"Forrest Gump là một đứa trẻ bất hạnh khi sinh ra đã không có cha, hơn nữa Forrest còn bị thiểu năng. Forrest luôn bị bạn bè cùng trang lứa trêu trọc, bắt nạt. Người bạn duy nhất của Forrest là Jenny, chính Jenny đã phát hiện ra những khả năng đặc biệt của anh. Tốt nghiệp đại học Forrest nhập ngũ và tham chiến ở Việt Nam, Bubba trở thành bạn thân thứ 2 của anh. Forrest rời chiến trường với vết thương và khả năng chơi bóng bàn xuất sắc. Những biến cố nối tiếp nhau xuất hiện làm thay đổi hoàn toàn cuộc đời Forrest."
Contamination,39916,Luigi Cozzi,"Ian McCulloch, Louise Marleau, Marino Masé, Siegfried Rauch, Gisela Hahn","Phim Khoa Học Viễn Tưởng, Phim Kinh Dị",95,15.6678,1980,https://image.tmdb.org/t/p/w500/eCUSieEikP6vt0dBbIKnEGpyEK2.jpg,https://image.tmdb.org/t/p/original/qIIOgtvJ4NaLjrtCzqnrFzhT5Ko.jpg,5.2,
Một Nửa Hoàn Hảo,1136867,Celine Song,"Dakota Johnson, Chris Evans, Pedro Pascal, Zoë Winters, Marin Ireland","Phim Lãng Mạn, Phim Chính Kịch",116,15.473,2025,https://image.tmdb.org/t/p/w500/edSuYya7wFzFPu1PDtwMlU0Em2W.jpg,https://image.tmdb.org/t/p/original/lqwwGkwJHtz9QgKtz4zeY19YgDg.jpg,6.497,"Lucy (Dakota Johnson), một cô gái xinh đẹp làm công việc mai mối ở New York. “Mát tay” trong chuyện mai mối giúp người khác, nhưng trớ trêu Lucy lại “lạc lối” trong câu chuyện tình cảm của chính mình. Bất ngờ đối mặt với ngã rẽ tình cảm khi gặp lại người yêu cũ ""không hoàn hảo"" (Chris Evans) và một người đàn ông ""hoàn hảo"" (Pedro Pascal). Cô nàng bị đẩy vào tình thế khó xử. Đứng giữa những lựa chọn cảm xúc đầy mâu thuẫn, lúc này đây, Lucy mới nhận ra việc tìm kiếm tình yêu đích thực chưa bao giờ là điều dễ dàng"
Người Sắt 2,10138,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Scarlett Johansson, Sam Rockwell","Phim Phiêu Lưu, Phim Hành Động, Phim Khoa Học Viễn Tưởng",124,16.7998,2010,https://image.tmdb.org/t/p/w500/q9L8fMYW4dBQOdDAfbbxte7gciJ.jpg,https://image.tmdb.org/t/p/original/7lmBufEG7P7Y1HClYK3gCxYrkgS.jpg,6.847,"Tony Stark tự hé lộ thân phận Người sắt của mình cho công chúng và chìm trong hào quang danh vọng. Một kẻ lạ mặt xuất hiện tấn công anh trên đường đua Monte Carlo. Tony bị hiện tượng nhiễm trùng máu đe dọa mạng sống, còn tên sát thủ kia bắt tay với đối thủ của tập đoàn Stark hòng thôn tính Tony.  Phần 2 của Người sắt là lần đầu tiên trợ thủ Warmachine xuất hiện. Phim cũng tiết lộ những bí mật về cha của Tony, Howard Stark, trước khi dẫn dắt câu chuyện sang nhân vật Captain America, đồng đội tương lai của Người sắt tại tổ chức SHIELD."
Bản Giao Hưởng Máu,477036,Andrew Desmond,"Freya Tingley, Simon Abkarian, James Faulkner, Rutger Hauer, Catherine Schaub-Abkarian","Phim Kinh Dị, Phim Gây Cấn, Phim Bí Ẩn",90,15.69,2018,https://image.tmdb.org/t/p/w500/QmUzWDC2Po1ABex4jLQcdN6a4a.jpg,https://image.tmdb.org/t/p/original/Klfe4c9DLMhhB648SuWDTkSGH6.jpg,4.775,"Để làm sáng tỏ quá khứ của người cha quá cố, nữ nghệ sĩ violon trẻ tuôi đã vô tình kích hoạt những thế lực đen tối vượt qua trí tưởng tượng bình thường của con người."
Jeniec Europy,157728,Jerzy Kawalerowicz,"Roland Blanche, Vernon Dobtcheff, François Berléand, Didier Flamand, Ronald Guttman","Phim Chính Kịch, Phim Lịch Sử",117,15.1939,1989,https://image.tmdb.org/t/p/w500/fqz8bYen4imorcekNb606IK9axV.jpg,,6.0,
Killing Daddy,280874,Curtis Crawford,"Elizabeth Gillies, Cynthia Stevenson, William R. Moses, Sebastian Pigott, Tori Anderson","Phim Gây Cấn, Phim Hình Sự, Phim Bí Ẩn, Chương Trình Truyền Hình",85,24.931,2014,https://image.tmdb.org/t/p/w500/l5zS9XOPws4cZ6te7Ard7Xi8PAO.jpg,https://image.tmdb.org/t/p/original/1D0js6RC5MyryrFddFkQg9uibLc.jpg,7.105,
Dead Souls,183412,Colin Theys,"Bill Moseley, Jesse James, Magda Apanowicz, Geraldine Hughes, Noah Fleiss",Phim Kinh Dị,93,16.1533,2012,https://image.tmdb.org/t/p/w500/4HHl7IrFNDxFU4MEAHHfjKbfbbJ.jpg,https://image.tmdb.org/t/p/original/A3fWOEryWNdCfIkzl177ZJQoXr2.jpg,4.7,
Hải Quỳ Nở Hoa,1364608,Ronan Day-Lewis,"Daniel Day-Lewis, Sean Bean, Samantha Morton, Samuel Bottomley, Safia Oakley-Green",Phim Chính Kịch,125,15.6676,2025,https://image.tmdb.org/t/p/w500/kXFHVJqZkWtkSRlLpv2clN8KP6E.jpg,https://image.tmdb.org/t/p/original/7BVyUTP33BTXWlulZWGiRWJILkp.jpg,6.3,"Jem, một người đàn ông trung niên, rời khỏi ngôi nhà ngoại ô và lên đường vào khu rừng hẻo lánh, nơi anh gặp lại người anh trai Ray — kẻ đã sống ẩn dật nhiều năm qua. Gắn kết bởi một quá khứ bí ẩn và rối ren, hai anh em chia sẻ mối quan hệ đầy căng thẳng nhưng cũng thoáng qua sự dịu dàng, một mối dây từng bị thay đổi mãi mãi bởi biến cố tàn khốc xảy ra hàng chục năm trước."
